min_angle,0
max_angle,140
296062,1164
296073,1164
296082,1165
296093,1165
296102,1165
296113,1164
296122,1165
296133,1165
296142,1165
296153,1164
296162,1164
296173,1164
296182,1163
296193,1164
296202,1163
296213,1163
296222,1163
296233,1164
296242,1164
296253,1164
296262,1164
296273,1164
296282,1163
296293,1163
296302,1163
296313,1164
296322,1164
296333,1164
296342,1164
296353,1164
296362,1163
296373,1164
296382,1164
296393,1164
296404,1164
296412,1164
296423,1163
296432,1163
296442,1163
296454,1164
296465,1162
296472,1162
296483,1162
296492,1163
296503,1164
296512,1164
296522,1164
296534,1165
296542,1164
296553,1164
296562,1163
296573,1164
296582,1164
296593,1163
296602,1163
296613,1163
296622,1163
296633,1165
296642,1164
296652,1164
296664,1165
296672,1165
296683,1164
296692,1163
296703,1164
296712,1165
296723,1165
296732,1164
296742,1163
296754,1164
296762,1163
296772,1163
296784,1164
296792,1164
296803,1164
296812,1163
296823,1164
296832,1164
296843,1164
296852,1164
296863,1164
296872,1164
296882,1165
296894,1165
296902,1165
296913,1164
296922,1164
296933,1164
296942,1164
296953,1164
296962,1164
296973,1164
296982,1164
296993,1164
297002,1164
297013,1165
297024,1164
297032,1163
297043,1163
297052,1163
297062,1165
297074,1165
297082,1165
297092,1163
297104,1164
297115,1166
297122,1167
297133,1167
297142,1167
297153,1166
297162,1166
297173,1166
297184,1165
297192,1165
297202,1164
297213,1165
297222,1166
297233,1166
297242,1165
297253,1164
297264,1164
297272,1164
297283,1164
297292,1163
297303,1164
297312,1164
297323,1165
297332,1165
297343,1165
297352,1164
297363,1165
297372,1164
297383,1164
297392,1163
297403,1164
297414,1163
297422,1163
297433,1163
297442,1164
297453,1165
297464,1163
297472,1162
297483,1163
297492,1163
297503,1164
297512,1164
297523,1164
297532,1163
297543,1163
297552,1163
297563,1164
297574,1163
297582,1163
297593,1163
297602,1164
297612,1163
297623,1163
297632,1163
297643,1164
297654,1163
297662,1164
297673,1164
297682,1165
297693,1165
297702,1165
297713,1165
297722,1165
297732,1164
297744,1164
297755,1165
297762,1165
297773,1165
297782,1165
297792,1164
297804,1164
297815,1162
297822,1164
297833,1165
297842,1166
297853,1164
297862,1164
297873,1164
297882,1165
297893,1165
297902,1165
297912,1164
297924,1164
297932,1164
297943,1164
297952,1163
297963,1164
297972,1163
297983,1163
297994,1164
298002,1164
298013,1164
298022,1163
298033,1164
298044,1163
298052,1163
298062,1163
298073,1162
298082,1162
298093,1163
298104,1163
298112,1162
298122,1161
298134,1162
298142,1162
298152,1161
298164,1161
298172,1161
298183,1162
298192,1161
298203,1162
298212,1161
298223,1163
298232,1163
298243,1163
298252,1163
298263,1163
298272,1162
298283,1161
298292,1160
298302,1161
298313,1162
298324,1163
298332,1163
298342,1162
298354,1160
298362,1160
298373,1161
298382,1161
298393,1162
298402,1162
298413,1161
298422,1161
298433,1161
298442,1161
298453,1161
298462,1160
298473,1159
298482,1159
298493,1160
298502,1161
298513,1160
298522,1160
298532,1160
298543,1161
298552,1160
298563,1160
298572,1159
298583,1160
298592,1159
298603,1160
298612,1159
298622,1160
298634,1161
298642,1160
298653,1159
298662,1158
298672,1159
298684,1160
298695,1160
298702,1159
298713,1159
298722,1159
298733,1160
298742,1160
298753,1160
298762,1160
298773,1161
298782,1161
298792,1160
298804,1160
298812,1161
298823,1160
298832,1159
298843,1159
298852,1159
298863,1159
298872,1159
298882,1159
298894,1160
298902,1160
298913,1159
298922,1158
298933,1159
298942,1159
298953,1159
298962,1158
298973,1158
298982,1158
298993,1158
299002,1157
299013,1158
299022,1157
299033,1156
299042,1156
299053,1157
299062,1157
299073,1157
299082,1157
299093,1156
299102,1155
299113,1153
299122,1152
299133,1151
299142,1150
299153,1148
299162,1147
299173,1146
299182,1144
299193,1142
299202,1141
299213,1139
299224,1136
299232,1135
299243,1132
299252,1130
299263,1126
299272,1125
299283,1122
299292,1121
299302,1118
299314,1114
299322,1111
299333,1107
299344,1106
299352,1105
299363,1104
299372,1103
299383,1102
299392,1101
299403,1103
299412,1102
299423,1102
299432,1102
299442,1103
299454,1103
299462,1102
299473,1101
299482,1101
299492,1102
299504,1102
299515,1100
299522,1101
299533,1101
299542,1102
299553,1103
299562,1102
299572,1101
299584,1100
299592,1100
299603,1101
299612,1101
299623,1101
299632,1101
299643,1101
299654,1101
299662,1102
299673,1101
299682,1102
299693,1102
299702,1102
299713,1101
299722,1102
299733,1102
299742,1102
299753,1101
299762,1101
299773,1102
299782,1101
299793,1101
299804,1101
299812,1101
299823,1101
299834,1099
299842,1099
299852,1099
299864,1100
299872,1101
299882,1100
299894,1100
299902,1100
299913,1101
299922,1102
299933,1103
299942,1103
299953,1103
299962,1104
299973,1105
299984,1105
299992,1104
300003,1103
300012,1101
300023,1101
300032,1100
300042,1101
300054,1102
300062,1102
300073,1101
300082,1102
300093,1101
300102,1100
300113,1100
300122,1100
300133,1100
300142,1101
300153,1100
300162,1099
300173,1099
300182,1098
300192,1099
300204,1101
300212,1101
300223,1100
300232,1101
300243,1100
300252,1100
300263,1099
300272,1098
300283,1099
300292,1099
300303,1100
300312,1100
300322,1101
300334,1101
300342,1101
300353,1101
300364,1101
300372,1102
300383,1103
300392,1103
300403,1102
300412,1102
300423,1102
300432,1103
300443,1103
300452,1102
300462,1102
300474,1101
300482,1101
300493,1101
300504,1100
300512,1101
300523,1101
300532,1102
300543,1100
300552,1101
300563,1101
300572,1101
300583,1101
300592,1100
300603,1100
300612,1100
300623,1100
300632,1100
300643,1099
300652,1099
300663,1100
300672,1100
300683,1100
300692,1100
300703,1100
300712,1100
300723,1100
300732,1101
300743,1101
300754,1100
300762,1100
300773,1101
300782,1101
300793,1101
300802,1100
300813,1100
300822,1100
300833,1101
300842,1100
300852,1100
300864,1102
300872,1101
300883,1101
300892,1101
300903,1101
300912,1101
300923,1100
300932,1100
300942,1100
300954,1101
300962,1100
300973,1100
300984,1101
300992,1101
301003,1101
301012,1100
301023,1100
301032,1100
301042,1100
301054,1100
301062,1100
301073,1100
301084,1100
301092,1100
301103,1101
301112,1101
301123,1100
301132,1101
301142,1100
301154,1100
301162,1100
301173,1100
301182,1099
301193,1099
301202,1099
301213,1100
301222,1099
301232,1101
301244,1101
301252,1100
301263,1099
301272,1098
301283,1100
301292,1099
301303,1100
301312,1099
301323,1100
301332,1100
301343,1102
301352,1101
301362,1101
301374,1101
301382,1102
301393,1100
301402,1100
301413,1101
301422,1101
301433,1102
301442,1101
301453,1102
301462,1102
301473,1102
301482,1101
301493,1102
301502,1102
301512,1101
301524,1101
301532,1102
301543,1102
301552,1101
301562,1101
301574,1102
301585,1102
301592,1103
301603,1102
301612,1101
301623,1100
301632,1100
301643,1100
301652,1099
301663,1099
301672,1099
301683,1099
301692,1099
301703,1099
301712,1099
301723,1099
301732,1099
301743,1100
301752,1100
301763,1100
301772,1100
301783,1100
301792,1100
301803,1099
301812,1099
301823,1099
301832,1099
301843,1100
301854,1099
301862,1099
301873,1100
301882,1101
301893,1100
301902,1099
301913,1100
301922,1099
301933,1100
301942,1100
301953,1100
301962,1099
301972,1100
301983,1100
301992,1100
302003,1101
302012,1100
302023,1100
302034,1100
302042,1100
302053,1100
302062,1100
302073,1100
302084,1101
302092,1101
302103,1101
302112,1101
302123,1100
302132,1101
302143,1101
302152,1100
302163,1101
302172,1101
302183,1101
302192,1101
302203,1101
302212,1101
302223,1101
302232,1101
302243,1102
302252,1101
302263,1102
302274,1103
302282,1104
302293,1104
302302,1104
302312,1105
302324,1105
302332,1105
302342,1105
302354,1107
302362,1107
302373,1109
302382,1109
302393,1110
302402,1109
302413,1111
302422,1112
302433,1114
302442,1115
302452,1116
302464,1117
302472,1117
302483,1118
302492,1118
302503,1119
302512,1120
302523,1121
302532,1121
302543,1121
302552,1121
302563,1124
302572,1124
302583,1125
302592,1125
302603,1127
302612,1128
302623,1130
302632,1130
302643,1130
302652,1130
302663,1133
302672,1133
302683,1134
302694,1136
302702,1136
302713,1137
302724,1138
302732,1139
302743,1139
302752,1139
302763,1139
302774,1141
302782,1141
302793,1142
302802,1142
302813,1143
302822,1144
302833,1145
302842,1144
302853,1145
302862,1145
302873,1147
302882,1146
302893,1148
302902,1147
302912,1149
302924,1151
302932,1150
302943,1150
302954,1151
302962,1152
302972,1152
302983,1152
302992,1152
303003,1153
303012,1153
303023,1154
303034,1154
303042,1155
303053,1156
303062,1155
303073,1156
303082,1155
303092,1157
303104,1159
303112,1159
303123,1159
303132,1157
303143,1158
303152,1158
303163,1160
303172,1159
303183,1160
303192,1160
303203,1161
303212,1161
303223,1162
303232,1161
303243,1163
303252,1162
303263,1163
303274,1162
303282,1163
303292,1163
303303,1164
